Address Part 1,Address Part 2,Full Address,Latitude,Longitude
23475 Civic Center Way,"Malibu, California 90265","23475 Civic Center Way, Malibu, California 90265",34.0368214,-118.6874524
3862 Cross Creek Road,"Malibu, California 90265","3862 Cross Creek Road, Malibu, California 90265",34.0357267,-118.6842666
1475 Tavern Road,"Mammoth Lakes, California 93546","1475 Tavern Road, Mammoth Lakes, California 93546",37.644522,-118.965505
686 Old Mammoth Road,"Mammoth Lakes, California 93546","686 Old Mammoth Road, Mammoth Lakes, California 93546",37.6360627,-118.9673151
3200 North Sepulveda Boulevard,"Manhattan Beach, California 90266","3200 North Sepulveda Boulevard, Manhattan Beach, California 90266",33.8988005,-118.3951326
960 Perimeter Dr,"Manteca, California 95337-9507","960 Perimeter Dr, Manteca, California 95337-9507",37.7824044,-121.227938
280 Spreckels Avenue,"Manteca, California 95336","280 Spreckels Avenue, Manteca, California 95336",37.7944428,-121.196629
190 Donahue Street,"Marin City, California 94965","190 Donahue Street, Marin City, California 94965",37.8730034,-122.5101649
13534 Bali Way,"Marina Del Rey, California 90292","13534 Bali Way, Marina Del Rey, California 90292",33.9800209,-118.4456231
145 General Stilwell Drive,"Marina, California 93933","145 General Stilwell Drive, Marina, California 93933",36.6672997,-121.8095511
5034  Coakley Circle,"Mariposa, California 95338","5034  Coakley Circle, Mariposa, California 95338",37.4884389,-119.9719024
520 Center Avenue,"Martinez, California 94553","520 Center Avenue, Martinez, California 94553",37.9924075,-122.120932
5416 Lindhurst Ave,"Marysville, California 95901","5416 Lindhurst Ave, Marysville, California 95901",39.1106661,-121.5562224
30340 Haun Road,"Menifee, California 92584","30340 Haun Road, Menifee, California 92584",33.6806886,-117.1724453
325 Sharon Park Drive,"Menlo Park, California 94025","325 Sharon Park Drive, Menlo Park, California 94025",37.4233487,-122.1969534
1425 Martin Luther King Junior Way,"Merced, California 95340","1425 Martin Luther King Junior Way, Merced, California 95340",37.2981784,-120.4842616
20  South Abbott Avenue,"Milpitas, California 95035","20  South Abbott Avenue, Milpitas, California 95035",37.42763,-121.9125537
447 Great Mall Drive,"Milpitas, California 95035","447 Great Mall Drive, Milpitas, California 95035",37.4159165,-121.896816
901 East Calaveras Boulevard,"Milpitas, California 95035","901 East Calaveras Boulevard, Milpitas, California 95035",37.4346922,-121.891889
27741 Crown Valley Parkway,"Mission Viejo, California 92691","27741 Crown Valley Parkway, Mission Viejo, California 92691",33.5612541,-117.6715352
555 The Shops at Mission Viejo,"Mission Viejo, California 92691","555 The Shops at Mission Viejo, Mission Viejo, California 92691",33.5576683,-117.6695391
1212 Joyce Ave,"Modesto, California 95351","1212 Joyce Ave, Modesto, California 95351",37.6103798,-120.9765396
3900 Sisk Road,"Modesto, California 95356","3900 Sisk Road, Modesto, California 95356",37.6939269,-121.0628914
16246 Sierra Highway,"Mojave, California 93501","16246 Sierra Highway, Mojave, California 93501",35.0569911,-118.1748242
16940 16940 CA-14,"Mojave, California 93501","16940 16940 CA-14, Mojave, California 93501",35.0687343,-118.1741701
1759 South Jameson Lane,"Montecito, California 93108","1759 South Jameson Lane, Montecito, California 93108",34.4206339,-119.6285323
1901 Del Monte Boulevard,"Seaside, California 93955-3123","1901 Del Monte Boulevard, Seaside, California 93955-3123",36.6171404,-121.8438435
1410 Del Monte Center,"Monterey, California 93940-6168","1410 Del Monte Center, Monterey, California 93940-6168",36.5832303,-121.8977704
22330 Cactus Ave,"Moreno Valley, California 92553","22330 Cactus Ave, Moreno Valley, California 92553",33.9105707,-117.2737697
1061 Cochrane Road,"Morgan Hill, California 95037","1061 Cochrane Road, Morgan Hill, California 95037",37.1576128,-121.6537658
1401 N. Shoreline Blvd.,"Mountain View, California 94043-1311","1401 N. Shoreline Blvd., Mountain View, California 94043-1311",37.4144368,-122.0776886
1350 Grant Rd,"Mountain View, California 94040","1350 Grant Rd, Mountain View, California 94040",37.3768945,-122.076516
111 Morgan Way,"Mt. Shasta, California 96067-2557","111 Morgan Way, Mt. Shasta, California 96067-2557",41.3095047,-122.3176155
134 Morgan Way,"Mount Shasta, California 96067-2501","134 Morgan Way, Mount Shasta, California 96067-2501",41.3092152,-122.3154222
629 Factory Stores Drive,"Napa, California 94558","629 Factory Stores Drive, Napa, California 94558",38.295976,-122.3025133
4000 Bel Aire Plaza,"Napa, California 94558","4000 Bel Aire Plaza, Napa, California 94558",38.322582,-122.3080942
221 Devlin Rd,"Napa, California 94558-6280","221 Devlin Rd, Napa, California 94558-6280",38.2357586,-122.2645961
2451 Needles HWY,"Needles, California 92363-2108","2451 Needles HWY, Needles, California 92363-2108",34.8507813,-114.6241246
2410 West Broadway Street,"Needles, California 92363","2410 West Broadway Street, Needles, California 92363",34.8507488,-114.6228065
8200 Gateway Blvd,"Newark, California 94560","8200 Gateway Blvd, Newark, California 94560",37.5362685,-122.0627909
3100 Newpark Mall,"Newark, California 94560","3100 Newpark Mall, Newark, California 94560",37.5256769,-122.0062206
23502 Newhall Avenue,"Santa Clarita, California 91321","23502 Newhall Avenue, Santa Clarita, California 91321",34.3679841,-118.5095693
9000 Tampa Ave,"Northridge, California 91324","9000 Tampa Ave, Northridge, California 91324",34.2336712,-118.5530999
208 Vintage Way,"Novato, California 94945","208 Vintage Way, Novato, California 94945",38.0887587,-122.5517522
40489  CA-41,"Oakhurst, California 93644","40489  CA-41, Oakhurst, California 93644",37.3344927,-119.6456152
255 2nd Street,"Oakland, California 94607","255 2nd Street, Oakland, California 94607",37.7940963,-122.2725223
640 Hegenberger Road,"Oakland, California 94621","640 Hegenberger Road, Oakland, California 94621",37.7471012,-122.1950247
987 West Ojai Avenue,"Ojai, California 93023","987 West Ojai Avenue, Ojai, California 93023",34.4420894,-119.2585103
10005 Coastal Highway 1,"Olema, California 94950","10005 Coastal Highway 1, Olema, California 94950",38.040505,-122.7883259
4410 Ontario Mills Pkwy,"Ontario, California 91764","4410 Ontario Mills Pkwy, Ontario, California 91764",34.0684109,-117.5557757
2440 S Vineyard Ave,"Ontario, California 91761","2440 S Vineyard Ave, Ontario, California 91761",34.029647,-117.612327
155 E C Street,"Ontario, California 91764","155 E C Street, Ontario, California 91764",34.0662486,-117.6500551
2751 Park View Ct,"Oxnard, California 93036-5452","2751 Park View Ct, Oxnard, California 93036-5452",34.241399,-119.1774486
1038 N Swarthmore Avenue,"Pacific Palisades, California 90272","1038 N Swarthmore Avenue, Pacific Palisades, California 90272",34.0481004,-118.524665
101 North Museum Drive,"Palm Springs, California 92262","101 North Museum Drive, Palm Springs, California 92262",33.8242352,-116.5499964
39626 10th St W,"Palmdale, California 93551","39626 10th St W, Palmdale, California 93551",34.6030967,-118.1461149
1233 Rancho Vista Boulevard,"Palmdale, California 93551","1233 Rancho Vista Boulevard, Palmdale, California 93551",34.6053141,-118.1531753
445 Bryant Street,"Palo Alto, California 94301","445 Bryant Street, Palo Alto, California 94301",37.4466572,-122.1619412
660 Stanford Shopping Center,"Palo Alto, California 94304","660 Stanford Shopping Center, Palo Alto, California 94304",37.4438559,-122.1719885
3363  Electronic Drive,"Pasadena, California 91107","3363  Electronic Drive, Pasadena, California 91107",34.1544356,-118.0804184
85  East State Street,"Pasadena, California 91105","85  East State Street, Pasadena, California 91105",34.1258752,-118.1479234
410 Shoppers Ln,"Pasadena, California 91106","410 Shoppers Ln, Pasadena, California 91106",34.1386594,-118.131121
155 East Green Street,"Pasadena, California 91105","155 East Green Street, Pasadena, California 91105",34.1450356,-118.1468286
1111  Riverside Avenue,"Paso Robles , California 93446","1111  Riverside Avenue, Paso Robles , California 93446",35.6263094,-120.6873413
2421-2445 Golden Hill Road,"Paso Robles, California 93446","2421-2445 Golden Hill Road, Paso Robles, California 93446",35.645592,-120.6609723
2959 Speno Drive,"Patterson, California 95363","2959 Speno Drive, Patterson, California 95363",37.4667684,-121.1747607
401 Kennilworth Drive,"Petaluma, California 94952-3400","401 Kennilworth Drive, Petaluma, California 94952-3400",38.243985,-122.625626
333 5 Cities Drive,"Pismo Beach, California 93449","333 5 Cities Drive, Pismo Beach, California 93449",35.1357443,-120.62754
1216-1252 Broadway,"Placerville, California 95667","1216-1252 Broadway, Placerville, California 95667",38.7303505,-120.7875657
3966 Missouri Flat Road,"Placerville, California 95667","3966 Missouri Flat Road, Placerville, California 95667",38.7111015,-120.8436136
12746 W Jefferson Blvd,"Playa Vista, California 90094","12746 W Jefferson Blvd, Playa Vista, California 90094",33.9769547,-118.417595
6770 Santa Rita Rd,"Pleasanton, California 94588","6770 Santa Rita Rd, Pleasanton, California 94588",37.6997342,-121.8710509
6000 Johnson Drive,"Pleasanton, California 94588","6000 Johnson Drive, Pleasanton, California 94588",37.70013,-121.9106317
7720  US-50,"Pollock Pines, California 95726","7720  US-50, Pollock Pines, California 95726",38.7600587,-120.5303227
40820 Winchester Rd.,"Temecula, California 92591-5525","40820 Winchester Rd., Temecula, California 92591-5525",33.5259384,-117.153689
12642 Cultural Center Dr.,"Rancho Cucamonga, California 91739-7511","12642 Cultural Center Dr., Rancho Cucamonga, California 91739-7511",34.1134187,-117.5294856
12750 Foothill Boulevard,"Rancho Cucamonga, California 91739","12750 Foothill Boulevard, Rancho Cucamonga, California 91739",34.106646,-117.5266096
71800 CA-111,"Rancho Mirage, California 92270","71800 CA-111, Rancho Mirage, California 92270",33.7390891,-116.4093446
725  South Main Street,"Red Bluff , California 96080","725  South Main Street, Red Bluff , California 96080",40.16312,-122.2294036
82 Belle Mill Road,"Red Bluff, California 96080","82 Belle Mill Road, Red Bluff, California 96080",40.1814839,-122.2281625
704 Auditorium Dr,"Redding, California 96001","704 Auditorium Dr, Redding, California 96001",40.5875771,-122.3803761
205 West Stuart Avenue,"Redlands, California 92374","205 West Stuart Avenue, Redlands, California 92374",34.0594535,-117.1853883
2410 Marine Avenue,"Redondo Beach, California 90278-1103","2410 Marine Avenue, Redondo Beach, California 90278-1103",33.8938695,-118.3665988
3288 Pierce St,"Richmond, California 94804","3288 Pierce St, Richmond, California 94804",37.8990138,-122.3075627
2157 Meeker Avenue,"Richmond, California 94804","2157 Meeker Avenue, Richmond, California 94804",37.9205128,-122.3483565
710 Jack Tone Road,"Ripon, California 95366","710 Jack Tone Road, Ripon, California 95366",37.7475397,-121.1418597
2755 Canyon Springs Parkway,"Riverside, California 92507","2755 Canyon Springs Parkway, Riverside, California 92507",33.9386198,-117.2824587
3370 9th St,"Riverside, California 92501-3366","3370 9th St, Riverside, California 92501-3366",33.9814013,-117.3759039
4361 Granite Drive,"Rocklin, California 95677-2131","4361 Granite Drive, Rocklin, California 95677-2131",38.8003431,-121.2107219
475 Rohnert Park Expressway,"Rohnert Park, California 94928","475 Rohnert Park Expressway, Rohnert Park, California 94928",38.3461728,-122.7204316
1851 Freedom Wy,"Roseville, California 95678","1851 Freedom Wy, Roseville, California 95678",38.7916756,-121.2975413
1925 Douglas Blvd,"Roseville, California 95661","1925 Douglas Blvd, Roseville, California 95661",38.7461252,-121.2542203
1120 Galleria Boulevard,"Roseville, California 95678","1120 Galleria Boulevard, Roseville, California 95678",38.768924,-121.2631731
1600 So Azusa Avenue,"Rowland Heights, California 91748","1600 So Azusa Avenue, Rowland Heights, California 91748",33.9938119,-117.9285824
2001  Point West Way,"Sacramento, California 95815","2001  Point West Way, Sacramento, California 95815",38.6010049,-121.4331186
1689 Arden Way,"Sacramento, California 95815","1689 Arden Way, Sacramento, California 95815",38.6025297,-121.4277413
4700 Freeport Blvd,"Sacramento, California 95822","4700 Freeport Blvd, Sacramento, California 95822",38.5330582,-121.4959586
450 J Street,"Sacramento, California 95814","450 J Street, Sacramento, California 95814",38.5819096,-121.5004097
3668 N. Freeway Blvd.,"Sacramento, California 95834-0000","3668 N. Freeway Blvd., Sacramento, California 95834-0000",38.6378448,-121.4962149
1606 North Main Street,"Salinas, California 93906-5102","1606 North Main Street, Salinas, California 93906-5102",36.713732,-121.654197
500 Inland Center Drive,"San Bernardino, California 92408","500 Inland Center Drive, San Bernardino, California 92408",34.0850828,-117.29737
1150 El Camino Real,"San Bruno, California 94066","1150 El Camino Real, San Bruno, California 94066",37.6361874,-122.4178577
2801 San Bruno Avenue,"San Bruno, California 94066","2801 San Bruno Avenue, San Bruno, California 94066",37.6188785,-122.4395796
1127 Industrial Road,"San Carlos, California 94070","1127 Industrial Road, San Carlos, California 94070",37.5021129,-122.2451818
990 990 Avenida Vista Hermosa,"San Clemente, California 92673","990 990 Avenida Vista Hermosa, San Clemente, California 92673",33.4638539,-117.6062601
101 West Avenida Vista Hermosa,"San Clemente, California 92672-7706","101 West Avenida Vista Hermosa, San Clemente, California 92672-7706",33.4390144,-117.6273913
7373  7373 Clairemont Mesa Boulevard,"San Diego, California 92111","7373  7373 Clairemont Mesa Boulevard, San Diego, California 92111",32.8323032,-117.15959
6030  Village Way,"San Diego , California 92130","6030  Village Way, San Diego , California 92130",32.962573,-117.189475
1350 6th Avenue,"San Diego, California 92101","1350 6th Avenue, San Diego, California 92101",32.7194838,-117.1595169
5617 Balboa Avenue,"San Diego, California 92111","5617 Balboa Avenue, San Diego, California 92111",32.8183961,-117.178425
4211 Camino De La Plaza,"San Diego, California 92173","4211 Camino De La Plaza, San Diego, California 92173",32.5443104,-117.041894
17170 Camino Del Sur,"San Diego, California 92127","17170 Camino Del Sur, San Diego, California 92127",33.0195331,-117.125387
4639 Carmel Mountain Road,"San Diego, California 92130","4639 Carmel Mountain Road, San Diego, California 92130",32.9203745,-117.2144152
7007 Friars Road,"San Diego, California 92108","7007 Friars Road, San Diego, California 92108",32.7687872,-117.1654098
8251 Mira Mesa Boulevard,"San Diego, California 92126","8251 Mira Mesa Boulevard, San Diego, California 92126",32.9102706,-117.1461447
5680 Mission Center Road,"San Diego, California 92108","5680 Mission Center Road, San Diego, California 92108",32.7758477,-117.1553741
2495 Truxtun Road,"San Diego, California 92106","2495 Truxtun Road, San Diego, California 92106",32.7369895,-117.2162259
1010 Celis Street,"San Fernando, California 91340","1010 Celis Street, San Fernando, California 91340",34.2814838,-118.4416605
2300 16th Street,"San Francisco, California 94103","2300 16th Street, San Francisco, California 94103",37.766469,-122.4095835
2675 Geary Blvd,"San Francisco, California 94118","2675 Geary Blvd, San Francisco, California 94118",37.7819871,-122.4455049
1 Letterman Drive,"San Francisco, California 94129","1 Letterman Drive, San Francisco, California 94129",37.7988828,-122.4493335
601 Van Ness Avenue,"San Francisco, California 94102","601 Van Ness Avenue, San Francisco, California 94102",37.7814909,-122.4208963
140 W Valley Blvd,"San Gabriel, California 91776","140 W Valley Blvd, San Gabriel, California 91776",34.0780505,-118.1016377
1320 Saratoga Avenue,"San Jose, California 95129","1320 Saratoga Avenue, San Jose, California 95129",37.3001316,-121.98108
3085  Meridian Avenue,"San Jose , California 95124","3085  Meridian Avenue, San Jose , California 95124",37.2691164,-121.9068115
